UPC/EAN (GTIN),Master Box #,Style Name,Size,Quantity,FNSKU,Amazon Labels,Referencia,Box,Style #,UPC,EAN,DONE
453914,Box 6 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000195,453914,6,51791,736399059694,4013871059691,False
453914,Box 7 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000196,453914,7,51791,736399059694,4013871059691,False
453914,Box 8 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000149,453914,8,51791,736399027594,4013871027591,False
453914,Box 9 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000197,453914,9,51791,736399059694,4013871059691,False
453914,Box 10 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000150,453914,10,51791,736399027594,4013871027591,False
453914,Box 11 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000151,453914,11,51791,736399027594,4013871027591,False
453914,Box 12 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000068,453914,12,151181,809410059215,4040714059211,False
453914,Box 13 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000069,453914,13,151181,809410059215,4040714059211,False
453914,Box 14 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000198,453914,14,51791,736399059694,4013871059691,False
453914,Box 15 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000199,453914,15,51791,736399059694,4013871059691,False
453914,Box 16 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000152,453914,16,51791,736399027594,4013871027591,False
453914,Box 17 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000153,453914,17,51791,736399027594,4013871027591,False
453914,Box 18 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000200,453914,18,51791,736399059694,4013871059691,False
453914,Box 19 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000201,453914,19,51791,736399059694,4013871059691,False
453914,Box 20 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000202,453914,20,51791,736399059694,4013871059691,False
453914,Box 21 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000154,453914,21,51791,736399027594,4013871027591,False
453914,Box 22 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000155,453914,22,51791,736399027594,4013871027591,False
453914,Box 23 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000156,453914,23,51791,736399027594,4013871027591,False
453914,Box 24 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000157,453914,24,51791,736399027594,4013871027591,False
453915,Box 1 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000158,453915,1,51791,736399027594,4013871027591,False
453915,Box 2 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000159,453915,2,51791,736399027594,4013871027591,False
453915,Box 3 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000160,453915,3,51791,736399027594,4013871027591,False
453915,Box 4 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000203,453915,4,51791,736399059694,4013871059691,False
453915,Box 5 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000161,453915,5,51791,736399027594,4013871027591,False
453915,Box 6 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000162,453915,6,51791,736399027594,4013871027591,False
453915,Box 7 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000163,453915,7,51791,736399027594,4013871027591,False
453915,Box 8 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000164,453915,8,51791,736399027594,4013871027591,False
453915,Box 9 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000204,453915,9,51791,736399059694,4013871059691,False
453915,Box 10 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000165,453915,10,51791,736399027594,4013871027591,False
453915,Box 11 - ARIZONA BF BLACK 43,ARIZONA BF BLACK,43,12,X0052EJCIV,FBA19QHGWM04U000166,453915,11,51791,736399027594,4013871027591,False
453915,Box 12 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000205,453915,12,51791,736399059694,4013871059691,False
453915,Box 13 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000206,453915,13,51791,736399059694,4013871059691,False
453915,Box 14 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000070,453915,14,151181,809410059215,4040714059211,False
453915,Box 15 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000207,453915,15,51791,736399059694,4013871059691,False
453915,Box 16 - ARIZONA BFBC GRAY TAUPE 43,ARIZONA BFBC GRAY TAUPE,43,8,X005BBGBY3,FBA19QHGWM04U000346,453915,16,1032019,192763097684,4067707903580,False
453915,Box 17 - BOSTON EVA BLACK 39,BOSTON EVA BLACK,39,12,X004IX7WLL,FBA19QHGWM04U000554,453915,17,127103,886454652480,4052001652487,False
453915,Box 18 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000250,453915,18,151181,809410059185,4040714059181,False
453915,Box 19 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000208,453915,19,51791,736399059694,4013871059691,False
453915,Box 20 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000287,453915,20,151181,809410059208,4040714059204,False
453915,Box 21 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000364,453915,21,51791,736399023275,4013871023272,False
453915,Box 22 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 40,BOSTON LEVE OYSTER,40,8,,SET ASIDE,453915,22,1031623,192762967445,4067707730742,False
453915,Box 23 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000095,453915,23,51791,736399020274,4013871020271,False
453915,Box 24 - BOSTON NU OILED HABANA 42,BOSTON NU OILED HABANA,42,8,X005BB6D87,FBA19QHGWM04U000476,453915,24,860131,809410438188,4040714438184,False
453916,Box 1 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000096,453916,1,51791,736399020274,4013871020271,False
453916,Box 2 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000365,453916,2,51791,736399023275,4013871023272,False
453916,Box 3 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 39,BOSTON LEVE OYSTER,39,12,,SET ASIDE,453916,3,1031623,192762967414,4067707730704,False
453916,Box 4 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000097,453916,4,51791,736399020274,4013871020271,False
453916,Box 5 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000288,453916,5,151181,809410059208,4040714059204,False
453916,Box 6 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000098,453916,6,51791,736399020274,4013871020271,False
453916,Box 7 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000209,453916,7,51791,736399059694,4013871059691,False
453916,Box 8 - ARIZONA EVA BLACK 41,ARIZONA EVA BLACK,41,12,X004IX6ZFP,FBA19QHGWM04U000520,453916,8,129421,886454426487,4052001426484,False
453916,Box 9 - BOSTON NU OILED HABANA 37,BOSTON NU OILED HABANA,37,12,X005BB0YCD,FBA19QHGWM04U000453,453916,9,860131,809410438133,4040714438139,False
453916,Box 10 - ARIZONA BF BLACK 40,ARIZONA BF BLACK,40,12,X0054OCU8D,FBA19QHGWM04U000210,453916,10,51791,736399059694,4013871059691,False
453916,Box 11 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000251,453916,11,151181,809410059185,4040714059181,False
453916,Box 12 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 40,ARIZONA SB EVA SURF GREEN,40,12,,SET ASIDE,453916,12,1029744,192762526116,4067707144662,False
453916,Box 13 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000289,453916,13,151181,809410059208,4040714059204,False
453916,Box 14 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000099,453916,14,51791,736399020274,4013871020271,False
453916,Box 15 - ARIZONA EVA BLACK 42,ARIZONA EVA BLACK,42,12,X004IX6XQV,FBA19QHGWM04U000525,453916,15,129421,886454426494,4052001426491,False
453916,Box 16 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 39,ARIZONA SB EVA SURF GREEN,39,12,,SET ASIDE,453916,16,1029744,192762526086,4067707144624,False
453916,Box 17 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000406,453916,17,151181,809410059178,4040714059174,False
453916,Box 18 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000429,453916,18,151181,809410059192,4040714059198,False
453916,Box 19 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000366,453916,19,51791,736399023275,4013871023272,False
453916,Box 20 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000252,453916,20,151181,809410059185,4040714059181,False
453916,Box 21 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000253,453916,21,151181,809410059185,4040714059181,False
453916,Box 22 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000367,453916,22,51791,736399023275,4013871023272,False
453916,Box 23 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000368,453916,23,51791,736399023275,4013871023272,False
453916,Box 24 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000369,453916,24,51791,736399023275,4013871023272,False
453917,Box 1 - BOSTON NU OILED HABANA 37,BOSTON NU OILED HABANA,37,12,X005BB0YCD,FBA19QHGWM04U000454,453917,1,860131,809410438133,4040714438139,False
453917,Box 2 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000370,453917,2,51791,736399023275,4013871023272,False
453917,Box 3 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000254,453917,3,151181,809410059185,4040714059181,False
453917,Box 4 - BOSTON EVA BLACK 40,BOSTON EVA BLACK,40,12,X004IX19X3,FBA19QHGWM04U000557,453917,4,127103,886454652497,4052001652494,False
453917,Box 5 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000255,453917,5,151181,809410059185,4040714059181,False
453917,Box 6 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000407,453917,6,151181,809410059178,4040714059174,False
453917,Box 7 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000371,453917,7,51791,736399023275,4013871023272,False
453917,Box 8 - ARIZONA EVA WHITE 41,ARIZONA EVA WHITE,41,12,X004IX8D87,FBA19QHGWM04U000515,453917,8,129443,886454424902,4052001424909,False
453917,Box 9 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000372,453917,9,51791,736399023275,4013871023272,False
453917,Box 10 - ARIZONA BFBC GRAY TAUPE 41,ARIZONA BFBC GRAY TAUPE,41,8,X005BBG5FD,FBA19QHGWM04U000337,453917,10,1032019,192763097622,4067707903504,False
453917,Box 11 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 37,ARIZONA SB EVA SURF GREEN,37,12,,SET ASIDE,453917,11,1029744,192762526024,4067707144549,False
453917,Box 12 - ARIZONA EVA BLACK 41,ARIZONA EVA BLACK,41,12,X004IX6ZFP,FBA19QHGWM04U000521,453917,12,129421,886454426487,4052001426484,False
453917,Box 13 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000373,453917,13,51791,736399023275,4013871023272,False
453917,Box 14 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000100,453917,14,51791,736399020274,4013871020271,False
453917,Box 15 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000256,453917,15,151181,809410059185,4040714059181,False
453917,Box 16 - ARIZONA BFBC MOCCA 42,ARIZONA BFBC MOCCA,42,12,X004WSV7TF,FBA19QHGWM04U000071,453917,16,151181,809410059215,4040714059211,False
453917,Box 17 - BOSTON EVA BLACK 40,BOSTON EVA BLACK,40,12,X004IX19X3,FBA19QHGWM04U000558,453917,17,127103,886454652497,4052001652494,False
453917,Box 18 - SET ASIDE (NO VA A AMAZON) - BOSTON NU OILED HABANA 43,BOSTON NU OILED HABANA,43,8,,SET ASIDE,453917,18,860131,809410438195,4040714438191,False
453917,Box 19 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 39,ARIZONA SB EVA SURF GREEN,39,12,,SET ASIDE,453917,19,1029744,192762526086,4067707144624,False
453917,Box 20 - ARIZONA EVA BLACK 43,ARIZONA EVA BLACK,43,8,X004IXFTDJ,FBA19QHGWM04U000536,453917,20,129421,886454426500,4052001426507,False
453917,Box 21 - SET ASIDE (NO VA A AMAZON) - ARIZONA BFBC GRAY TAUPE 39,ARIZONA BFBC GRAY TAUPE,39,12,,SET ASIDE,453917,21,1032019,192763097561,4067707903429,False
453917,Box 22 - ARIZONA EVA BLACK 41,ARIZONA EVA BLACK,41,12,X004IX6ZFP,FBA19QHGWM04U000522,453917,22,129421,886454426487,4052001426484,False
453917,Box 23 - ARIZONA BFBC GRAY TAUPE 41,ARIZONA BFBC GRAY TAUPE,41,8,X005BBG5FD,FBA19QHGWM04U000338,453917,23,1032019,192763097622,4067707903504,False
453917,Box 24 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000430,453917,24,151181,809410059192,4040714059198,False
453918,Box 1 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000374,453918,1,51791,736399023275,4013871023272,False
453918,Box 2 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000375,453918,2,51791,736399023275,4013871023272,False
453918,Box 3 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000101,453918,3,51791,736399020274,4013871020271,False
453918,Box 4 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000431,453918,4,151181,809410059192,4040714059198,False
453918,Box 5 - BOSTON EVA BLACK 38,BOSTON EVA BLACK,38,12,X004IX4R9V,FBA19QHGWM04U000549,453918,5,127103,886454652473,4052001652470,False
453918,Box 6 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 41,ARIZONA SB EVA SURF GREEN,41,8,,SET ASIDE,453918,6,1029744,192762526147,4067707144709,False
453918,Box 7 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000102,453918,7,51791,736399020274,4013871020271,False
453918,Box 8 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000376,453918,8,51791,736399023275,4013871023272,False
453918,Box 9 - SET ASIDE (NO VA A AMAZON) - ARIZONA BFBC GRAY TAUPE 39,ARIZONA BFBC GRAY TAUPE,39,12,,SET ASIDE,453918,9,1032019,192763097561,4067707903429,False
453918,Box 10 - ARIZONA EVA WHITE 38,ARIZONA EVA WHITE,38,12,X004IWYE3L,FBA19QHGWM04U000502,453918,10,129443,886454424872,4052001424879,False
453918,Box 11 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000377,453918,11,51791,736399023275,4013871023272,False
453918,Box 12 - ARIZONA EVA BLACK 43,ARIZONA EVA BLACK,43,8,X004IXFTDJ,FBA19QHGWM04U000537,453918,12,129421,886454426500,4052001426507,False
453918,Box 13 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000103,453918,13,51791,736399020274,4013871020271,False
453918,Box 14 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000378,453918,14,51791,736399023275,4013871023272,False
453918,Box 15 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000379,453918,15,51791,736399023275,4013871023272,False
453918,Box 16 - BOSTON NU OILED HABANA 40,BOSTON NU OILED HABANA,40,12,X005BBD5JH,FBA19QHGWM04U000465,453918,16,860131,809410438164,4040714438160,False
453918,Box 17 - ARIZONA EVA BLACK 38,ARIZONA EVA BLACK,38,12,X004IX5KIX,FBA19QHGWM04U000489,453918,17,129423,886454424636,4052001424633,False
453918,Box 18 - ARIZONA BFBC MOCCA 41,ARIZONA BFBC MOCCA,41,12,X0052HPEVR,FBA19QHGWM04U000290,453918,18,151181,809410059208,4040714059204,False
453918,Box 19 - ARIZONA EVA BLACK 43,ARIZONA EVA BLACK,43,8,X004IXFTDJ,FBA19QHGWM04U000538,453918,19,129421,886454426500,4052001426507,False
453918,Box 20 - ARIZONA EVA BLACK 42,ARIZONA EVA BLACK,42,12,X004IX6XQV,FBA19QHGWM04U000526,453918,20,129421,886454426494,4052001426491,False
453918,Box 21 - ARIZONA BFBC MOCCA 39,ARIZONA BFBC MOCCA,39,12,X004WEBIS9,FBA19QHGWM04U000257,453918,21,151181,809410059185,4040714059181,False
453918,Box 22 - ARIZONA EVA BLACK 42,ARIZONA EVA BLACK,42,12,X004IX6XQV,FBA19QHGWM04U000527,453918,22,129421,886454426494,4052001426491,False
453918,Box 23 - BOSTON EVA EGGSHELL 40,BOSTON EVA EGGSHELL,40,12,X004IWTJXV,FBA19QHGWM04U000319,453918,23,1027382,192761925354,4066648349624,False
453918,Box 24 - BOSTON EVA BLACK 38,BOSTON EVA BLACK,38,12,X004IX4R9V,FBA19QHGWM04U000550,453918,24,127103,886454652473,4052001652470,False
453919,Box 1 - SET ASIDE (NO VA A AMAZON) - BOSTON NU OILED HABANA 43,BOSTON NU OILED HABANA,43,8,,SET ASIDE,453919,1,860131,809410438195,4040714438191,False
453919,Box 2 - ARIZONA EVA BLACK 42,ARIZONA EVA BLACK,42,12,X004IX6XQV,FBA19QHGWM04U000528,453919,2,129421,886454426494,4052001426491,False
453919,Box 3 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000408,453919,3,151181,809410059178,4040714059174,False
453919,Box 4 - ARIZONA BFBC MOCCA 37,ARIZONA BFBC MOCCA,37,12,X004WEFBWX,FBA19QHGWM04U000394,453919,4,151181,809410059161,4040714059167,False
453919,Box 5 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 41,ARIZONA SB EVA SURF GREEN,41,8,,SET ASIDE,453919,5,1029744,192762526147,4067707144709,False
453919,Box 6 - SET ASIDE (NO VA A AMAZON) - BOSTON LEVE OYSTER 44,BOSTON LEVE OYSTER,44,8,,SET ASIDE,453919,6,1031623,192762967568,4067707730902,False
453919,Box 7 - ARIZONA EVA BLACK 37,ARIZONA EVA BLACK,37,12,X004IWNX6P,FBA19QHGWM04U000488,453919,7,129423,886454424629,4052001424626,False
453919,Box 8 - ARIZONA BFBC MOCCA 37,ARIZONA BFBC MOCCA,37,12,X004WEFBWX,FBA19QHGWM04U000395,453919,8,151181,809410059161,4040714059167,False
453919,Box 9 - BOSTON EVA EGGSHELL 39,BOSTON EVA EGGSHELL,39,12,X004IX5K83,FBA19QHGWM04U000314,453919,9,1027382,192761925323,4066648349587,False
453919,Box 10 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000432,453919,10,151181,809410059192,4040714059198,False
453919,Box 11 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000409,453919,11,151181,809410059178,4040714059174,False
453919,Box 12 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000433,453919,12,151181,809410059192,4040714059198,False
453919,Box 13 - ARIZONA EVA WHITE 40,ARIZONA EVA WHITE,40,12,X004IX6PF5,FBA19QHGWM04U000507,453919,13,129443,886454424896,4052001424893,False
453919,Box 14 - BOSTON NU OILED HABANA 39,BOSTON NU OILED HABANA,39,12,X005BBE3BB,FBA19QHGWM04U000460,453919,14,860131,809410438157,4040714438153,False
453919,Box 15 - ARIZONA EVA WHITE 38,ARIZONA EVA WHITE,38,12,X004IWYE3L,FBA19QHGWM04U000503,453919,15,129443,886454424872,4052001424879,False
453919,Box 16 - ARIZONA EVA WHITE 39,ARIZONA EVA WHITE,39,12,X004IWRXIT,FBA19QHGWM04U000504,453919,16,129443,886454424889,4052001424886,False
453919,Box 17 - ARIZONA EVA WHITE 39,ARIZONA EVA WHITE,39,12,X004IWRXIT,FBA19QHGWM04U000505,453919,17,129443,886454424889,4052001424886,False
453919,Box 18 - ARIZONA BFBC STONE 42,ARIZONA BFBC STONE,42,12,X0050NSX4D,FBA19QHGWM04U000034,453919,18,151211,736399744910,4013871744917,False
453919,Box 19 - BOSTON EVA BLACK 41,BOSTON EVA BLACK,41,4,X004IX4G3N,FBA19QHGWM04U000570,453919,19,127103,886454652503,4052001652500,False
453919,Box 20 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000327,453919,20,1027382,192761925385,4066648349662,False
453919,Box 21 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000577,453919,21,1002314,886925336772,4052605465865,False
453919,Box 22 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000578,453919,22,1002314,886925336772,4052605465865,False
453919,Box 23 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000579,453919,23,1002314,886925336772,4052605465865,False
453919,Box 24 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000580,453919,24,1002314,886925336772,4052605465865,False
453920,Box 1 - BOSTON NU OILED HABANA 42,BOSTON NU OILED HABANA,42,8,X005BB6D87,FBA19QHGWM04U000477,453920,1,860131,809410438188,4040714438184,False
453920,Box 2 - ARIZONA BFBC MOCCA 40,ARIZONA BFBC MOCCA,40,12,X004WEF0PL,FBA19QHGWM04U000434,453920,2,151181,809410059192,4040714059198,False
453920,Box 3 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000410,453920,3,151181,809410059178,4040714059174,False
453920,Box 4 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000411,453920,4,151181,809410059178,4040714059174,False
453920,Box 5 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000412,453920,5,151181,809410059178,4040714059174,False
453920,Box 6 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000413,453920,6,151181,809410059178,4040714059174,False
453920,Box 7 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000414,453920,7,151181,809410059178,4040714059174,False
453920,Box 8 - ARIZONA EVA BLACK 40,ARIZONA EVA BLACK,40,12,X004IXFGSR,FBA19QHGWM04U000500,453920,8,129423,886454424650,4052001424657,False
453920,Box 9 - BOSTON NU OILED HABANA 42,BOSTON NU OILED HABANA,42,8,X005BB6D87,FBA19QHGWM04U000478,453920,9,860131,809410438188,4040714438184,False
453920,Box 10 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 41,ARIZONA SB EVA SURF GREEN,41,8,,SET ASIDE,453920,10,1029744,192762526147,4067707144709,False
453920,Box 11 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000328,453920,11,1027382,192761925385,4066648349662,False
453920,Box 12 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000329,453920,12,1027382,192761925385,4066648349662,False
453920,Box 13 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000581,453920,13,1002314,886925336772,4052605465865,False
453920,Box 14 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000330,453920,14,1027382,192761925385,4066648349662,False
453920,Box 15 - BOSTON EVA BLACK 45,BOSTON EVA BLACK,45,4,X004IX1CWV,FBA19QHGWM04U000584,453920,15,1002314,886925336796,4052605465902,False
453920,Box 16 - BOSTON EVA EGGSHELL 41,BOSTON EVA EGGSHELL,41,4,X004IXJJUX,FBA19QHGWM04U000331,453920,16,1027382,192761925385,4066648349662,False
453920,Box 17 - BOSTON EVA BLACK 43,BOSTON EVA BLACK,43,4,X004IWQOGL,FBA19QHGWM04U000582,453920,17,1002314,886925336772,4052605465865,False
