UPC/EAN (GTIN),Master Box #,Style Name,Size,Quantity,FNSKU,Amazon Labels,Referencia,Box,Style #,UPC,EAN,DONE
454003,Box 4 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000420,454003,4,151181,809410059178,4040714059174,False
454003,Box 5 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000383,454003,5,51791,736399023275,4013871023272,False
454003,Box 6 - SET ASIDE (NO VA A AMAZON) - ARIZONA BFBC GRAY TAUPE 37,ARIZONA BFBC GRAY TAUPE,37,12,,SET ASIDE,454003,6,1032019,192763097509,4067707903344,False
454003,Box 7 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000384,454003,7,51791,736399023275,4013871023272,False
454003,Box 8 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 40,ARIZONA SB EVA SURF GREEN,40,12,,SET ASIDE,454003,8,1029744,192762526116,4067707144662,False
454003,Box 9 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000421,454003,9,151181,809410059178,4040714059174,False
454003,Box 10 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000385,454003,10,51791,736399023275,4013871023272,False
454003,Box 11 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000386,454003,11,51791,736399023275,4013871023272,False
454003,Box 12 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000111,454003,12,51791,736399020274,4013871020271,False
454003,Box 13 - BOSTON EVA EGGSHELL 39,BOSTON EVA EGGSHELL,39,12,X004IX5K83,FBA19QHGWM04U000315,454003,13,1027382,192761925323,4066648349587,False
454003,Box 14 - BOSTON NU OILED HABANA 39,BOSTON NU OILED HABANA,39,12,X005BBE3BB,FBA19QHGWM04U000462,454003,14,860131,809410438157,4040714438153,False
454003,Box 15 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000387,454003,15,51791,736399023275,4013871023272,False
454003,Box 16 - ARIZONA BFBC GRAY TAUPE 42,ARIZONA BFBC GRAY TAUPE,42,8,X005BBB5NZ,FBA19QHGWM04U000341,454003,16,1032019,192763097653,4067707903542,False
454003,Box 17 - BOSTON EVA BLACK 37,BOSTON EVA BLACK,37,12,X004IX7X01,FBA19QHGWM04U000547,454003,17,127103,886454652466,4052001652463,False
454003,Box 18 - ARIZONA BF BLACK 42,ARIZONA BF BLACK,42,12,X0049PUDY1,FBA19QHGWM04U000388,454003,18,51791,736399023275,4013871023272,False
454003,Box 19 - ARIZONA BFBC GRAY TAUPE 42,ARIZONA BFBC GRAY TAUPE,42,8,X005BBB5NZ,FBA19QHGWM04U000342,454003,19,1032019,192763097653,4067707903542,False
454003,Box 20 - ARIZONA BF BLACK 39,ARIZONA BF BLACK,39,12,X0052EHV6B,FBA19QHGWM04U000112,454003,20,51791,736399020274,4013871020271,False
454003,Box 21 - ARIZONA EVA BLACK 42,ARIZONA EVA BLACK,42,12,X004IX6XQV,FBA19QHGWM04U000529,454003,21,129421,886454426494,4052001426491,False
454003,Box 22 - SET ASIDE (NO VA A AMAZON) - ARIZONA SB EVA SURF GREEN 39,ARIZONA SB EVA SURF GREEN,39,12,,SET ASIDE,454003,22,1029744,192762526086,4067707144624,False
454003,Box 23 - ARIZONA BFBC MOCCA 38,ARIZONA BFBC MOCCA,38,12,X004QNRIK3,FBA19QHGWM04U000422,454003,23,151181,809410059178,4040714059174,False
454003,Box 24 - BOSTON EVA BLACK 40,BOSTON EVA BLACK,40,12,X004IX19X3,FBA19QHGWM04U000559,454003,24,127103,886454652497,4052001652494,False
