PACKING LIST,630 UNIDADES,,,,,,,,,,,,,,,
Style,Size,Description,Pallet Salida,BOX O,EAN-CODE,UPC,QTY,MEDIDAS CAJAS EN PULGADAS,,,PESO (LBS),Shipment # 1,Set Aside,FNSKU,AMAZON Labels,OTHER SKU
51791,41,ARIZONA BF BLACK,453924,14,4013871021247,736399021240,3,18,18,13,"4,5",3,,X0052EKNM5,FBA19QHGWM04U000113,
51791,41,ARIZONA BF BLACK,453924,14,4013871021247,736399021240,3,18,18,13,"4,5",3,,X0052EKNM5,FBA19QHGWM04U000114,
860131,44,BOSTON NU OILED HABANA,453924,15,4040714438207,809410438201,8,18,18,13,12,8,,X005BBDGX7,FBA19QHGWM04U000481,
51791,41,ARIZONA BF BLACK,453924,16,4013871021247,736399021240,1,18,18,13,"1,5",1,,X0052EKNM5,FBA19QHGWM04U000140,
860131,42,BOSTON NU OILED HABANA,453924,16,4040714438184,809410438188,4,18,18,13,6,4,,X005BB6D87,FBA19QHGWM04U000480,
129423,38,ARIZONA EVA BLACK,453924,16,4052001424633,886454424636,5,18,18,13,"7,5",5,,X004IX5KIX,FBA19QHGWM04U000492,
129423,38,ARIZONA EVA BLACK,453924,17,4052001424633,886454424636,4,18,18,13,6,4,,X004IX5KIX,FBA19QHGWM04U000490,
1031623,44,BOSTON LEVE OYSTER,453924,17,4067707730902,192762967568,3,18,18,13,"4,5",,3,,,
1027382,40,BOSTON EVA EGGSHELL,453924,17,4066648349624,192761925354,3,18,18,13,"4,5",3,,X004IWTJXV,FBA19QHGWM04U000316,
1027382,40,BOSTON EVA EGGSHELL,453924,18,4066648349624,192761925354,3,18,18,13,"4,5",3,,X004IWTJXV,FBA19QHGWM04U000317,
129443,40,ARIZONA EVA WHITE,453924,18,4052001424893,886454424896,3,18,18,13,"4,5",3,,X004IX6PF5,FBA19QHGWM04U000509,
129423,38,ARIZONA EVA BLACK,453924,18,4052001424633,886454424636,1,18,18,13,"1,5",1,,X004IX5KIX,FBA19QHGWM04U000491,
860131,45,BOSTON NU OILED HABANA,453924,18,4040714438214,809410438218,1,18,18,13,"1,5",1,,X005BB81IH,FBA19QHGWM04U000484,
129443,40,ARIZONA EVA WHITE,453924,18,4052001424893,886454424896,3,18,18,13,"4,5",3,,X004IX6PF5,FBA19QHGWM04U000510,
1031623,38,BOSTON LEVE OYSTER,453924,19,4067707730667,192762967384,12,18,18,13,18,,12,,,
1027382,41,BOSTON EVA EGGSHELL,453924,20,4066648349662,192761925385,2,18,18,13,3,2,,X004IXJJUX,FBA19QHGWM04U000321,
860131,45,BOSTON NU OILED HABANA,453924,20,4040714438214,809410438218,1,18,18,13,"1,5",1,,X005BB81IH,FBA19QHGWM04U000485,
1031623,41,BOSTON LEVE OYSTER,453924,20,4067707730780,192762967476,1,18,18,13,"1,5",,1,,,
860131,45,BOSTON NU OILED HABANA,453924,21,4040714438214,809410438218,8,18,18,13,12,8,,X005BB81IH,FBA19QHGWM04U000486,
1031623,41,BOSTON LEVE OYSTER,453924,22,4067707730780,192762967476,3,18,18,13,"4,5",,3,,,
860131,44,BOSTON NU OILED HABANA,453924,23,4040714438207,809410438201,8,18,18,13,12,8,,X005BBDGX7,FBA19QHGWM04U000482,
860131,44,BOSTON NU OILED HABANA,453924,24,4040714438207,809410438201,8,18,18,13,12,8,,X005BBDGX7,FBA19QHGWM04U000483,
1031623,41,BOSTON LEVE OYSTER,453925,1,4067707730780,192762967476,8,18,18,13,12,,8,,,
51791,40,ARIZONA BF BLACK,453925,2,4013871059691,736399059694,2,18,18,13,3,2,,X0054OCU8D,FBA19QHGWM04U000181,
1029744,38,ARIZONA SB EVA SURF GREEN,453925,2,4067707144587,192762526055,3,18,18,13,"4,5",3,,X005BAUZT1,FBA19QHGWM04U000335,
1029744,41,ARIZONA SB EVA SURF GREEN,453925,3,4067707144709,192762526147,1,18,18,13,"1,5",,1,,,
1031623,41,BOSTON LEVE OYSTER,453925,3,4067707730780,192762967476,8,18,18,13,12,,8,,,
129421,43,ARIZONA EVA BLACK,453925,4,4052001426507,886454426500,5,18,18,13,"7,5",5,,X004IXFTDJ,FBA19QHGWM04U000539,
1029744,38,ARIZONA SB EVA SURF GREEN,453925,5,4067707144587,192762526055,6,18,18,13,9,6,,X005BAUZT1,FBA19QHGWM04U000334,
129443,41,ARIZONA EVA WHITE,453925,5,4052001424909,886454424902,5,18,18,13,"7,5",5,,X004IX8D87,FBA19QHGWM04U000511,
129443,41,ARIZONA EVA WHITE,453925,5,4052001424909,886454424902,1,18,18,13,"1,5",1,,X004IX8D87,FBA19QHGWM04U000512,
151211,41,ARIZONA BFBC STONE,453925,6,4013871744900,736399744903,12,18,18,13,18,12,,X004WECW1B,FBA19QHGWM04U000237,
51791,42,ARIZONA BF BLACK,454002,1,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000380,
1031623,40,BOSTON LEVE OYSTER,454002,2,4067707730742,192762967445,8,18,18,13,12,,8,,,
1032019,42,ARIZONA BFBC GRAY TAUPE,454002,3,4067707903542,192763097653,8,18,18,13,12,8,,X005BBB5NZ,FBA19QHGWM04U000340,
860131,42,BOSTON NU OILED HABANA,454002,4,4040714438184,809410438188,8,18,18,13,12,8,,X005BB6D87,FBA19QHGWM04U000479,
51791,39,ARIZONA BF BLACK,454002,5,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000104,
860131,39,BOSTON NU OILED HABANA,454002,6,4040714438153,809410438157,12,18,18,13,18,12,,X005BBE3BB,FBA19QHGWM04U000461,
51791,39,ARIZONA BF BLACK,454002,7,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000105,
129443,40,ARIZONA EVA WHITE,454002,8,4052001424893,886454424896,12,18,18,13,18,12,,X004IX6PF5,FBA19QHGWM04U000508,
151181,39,ARIZONA BFBC MOCCA,454002,9,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000260,
51791,39,ARIZONA BF BLACK,454002,10,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000106,
1029744,41,ARIZONA SB EVA SURF GREEN,454002,11,4067707144709,192762526147,8,18,18,13,12,,8,,,
151181,38,ARIZONA BFBC MOCCA,454002,12,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000419,
1029744,40,ARIZONA SB EVA SURF GREEN,454002,13,4067707144662,192762526116,12,18,18,13,18,,12,,,
151181,41,ARIZONA BFBC MOCCA,454002,14,4040714059204,809410059208,12,18,18,13,18,12,,X0052HPEVR,FBA19QHGWM04U000292,
51791,42,ARIZONA BF BLACK,454002,15,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000381,
51791,39,ARIZONA BF BLACK,454002,16,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000107,
151181,39,ARIZONA BFBC MOCCA,454002,17,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000261,
127103,37,BOSTON EVA BLACK,454002,18,4052001652463,886454652466,12,18,18,13,18,12,,X004IX7X01,FBA19QHGWM04U000546,
51791,39,ARIZONA BF BLACK,454002,19,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000108,
151181,39,ARIZONA BFBC MOCCA,454002,20,4040714059181,809410059185,12,18,18,13,18,12,,X004WEBIS9,FBA19QHGWM04U000262,
51791,42,ARIZONA BF BLACK,454002,21,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000382,
51791,39,ARIZONA BF BLACK,454002,22,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000109,
129423,39,ARIZONA EVA BLACK,454002,23,4052001424640,886454424643,12,18,18,13,18,12,,X004IWYRM9,FBA19QHGWM04U000496,
860131,43,BOSTON NU OILED HABANA,454002,24,4040714438191,809410438195,8,18,18,13,12,,8,,,
51791,39,ARIZONA BF BLACK,454003,1,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000110,
1032019,43,ARIZONA BFBC GRAY TAUPE,454003,2,4067707903580,192763097684,8,18,18,13,12,8,,X005BBGBY3,FBA19QHGWM04U000347,
1031623,39,BOSTON LEVE OYSTER,454003,3,4067707730704,192762967414,12,18,18,13,18,,12,,,
151181,38,ARIZONA BFBC MOCCA,454003,4,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000420,
51791,42,ARIZONA BF BLACK,454003,5,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000383,
1032019,37,ARIZONA BFBC GRAY TAUPE,454003,6,4067707903344,192763097509,12,18,18,13,18,,12,,,
51791,42,ARIZONA BF BLACK,454003,7,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000384,
1029744,40,ARIZONA SB EVA SURF GREEN,454003,8,4067707144662,192762526116,12,18,18,13,18,,12,,,
151181,38,ARIZONA BFBC MOCCA,454003,9,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000421,
51791,42,ARIZONA BF BLACK,454003,10,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000385,
51791,42,ARIZONA BF BLACK,454003,11,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000386,
51791,39,ARIZONA BF BLACK,454003,12,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000111,
1027382,39,BOSTON EVA EGGSHELL,454003,13,4066648349587,192761925323,12,18,18,13,18,12,,X004IX5K83,FBA19QHGWM04U000315,
860131,39,BOSTON NU OILED HABANA,454003,14,4040714438153,809410438157,12,18,18,13,18,12,,X005BBE3BB,FBA19QHGWM04U000462,
51791,42,ARIZONA BF BLACK,454003,15,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000387,
1032019,42,ARIZONA BFBC GRAY TAUPE,454003,16,4067707903542,192763097653,8,18,18,13,12,8,,X005BBB5NZ,FBA19QHGWM04U000341,
127103,37,BOSTON EVA BLACK,454003,17,4052001652463,886454652466,12,18,18,13,18,12,,X004IX7X01,FBA19QHGWM04U000547,
51791,42,ARIZONA BF BLACK,454003,18,4013871023272,736399023275,12,18,18,13,18,12,,X0049PUDY1,FBA19QHGWM04U000388,
1032019,42,ARIZONA BFBC GRAY TAUPE,454003,19,4067707903542,192763097653,8,18,18,13,12,8,,X005BBB5NZ,FBA19QHGWM04U000342,
51791,39,ARIZONA BF BLACK,454003,20,4013871020271,736399020274,12,18,18,13,18,12,,X0052EHV6B,FBA19QHGWM04U000112,
129421,42,ARIZONA EVA BLACK,454003,21,4052001426491,886454426494,12,18,18,13,18,12,,X004IX6XQV,FBA19QHGWM04U000529,
1029744,39,ARIZONA SB EVA SURF GREEN,454003,22,4067707144624,192762526086,12,18,18,13,18,,12,,,
151181,38,ARIZONA BFBC MOCCA,454003,23,4040714059174,809410059178,12,18,18,13,18,12,,X004QNRIK3,FBA19QHGWM04U000422,
127103,40,BOSTON EVA BLACK,454003,24,4052001652494,886454652497,12,18,18,13,18,12,,X004IX19X3,FBA19QHGWM04U000559,
,,,,,,,6747,,,,,6223,524,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Box,630,,,,,,,,,,,,,,,
Weight,"4190,5",,,,,,,,,,,,,,,
CBM,"44,5",,,,,,,,,,,,,,,
